uf,nome,municipio
CE,Nova Betânia,Nova Russas
CE,Nova Floresta,Jaguaribe
CE,Nova Fátima,Ipueiras
CE,Nova Graça,Ipueiras
CE,Nova Santa Cruz,Mauriti
CE,Nova União,Mombaça
CE,Nova Veneza,Ubajara
CE,Nova-Vida,Ibaretama
CE,Novo Assis,Parambu
CE,Novo Horizonte,Arneiroz
CE,Novo Horizonte,Ocara
CE,Núcleo Colonial Pio XII (São Gerônimo),Guaiúba
CE,Oiticica,Crateús
CE,Oiticica,Ibaretama
CE,Oiticica,Parambu
CE,Oitis,Abaiara
CE,Olho D'Água de Pedras,Abaiara
CE,Olho D'Água do Bezerril,Boa Viagem
CE,Olho D'água,Mauriti
CE,Olho d'Água dos Facundos,Boa Viagem
CE,Olho-d'Água da Bica,Tabuleiro do Norte
CE,Oliveiras,Tamboril
CE,Otavilândia,Pires Ferreira
CE,Padre Cícero,Juazeiro do Norte
CE,Padre Cícero,Milagres
CE,Padre Linhares,Massapê
CE,Padre Vieira,Viçosa do Ceará
CE,Pai João,Aratuba
CE,Pajeú,Araripe
CE,Pajuçara,Maracanaú
CE,Palestina,Novo Oriente
CE,Palestina,Orós
CE,Palestina do Cariri,Mauriti
CE,Palestina do Norte,Meruoca
CE,Palmatória,Itapiúna
CE,Panacuí,Marco
CE,Papara,Maranguape
CE,Paracuá,Uruoca
CE,Parajuru,Beberibe
CE,Parapuí,Santana do Acaraú
CE,Parazinho,Granja
CE,Paraíso,Catunda
CE,Paripueira,Beberibe
CE,Pascoal,Pacajus
CE,Passagem,Chaval
CE,Passagem,Quixeramobim
CE,Passagem da Onça,Viçosa do Ceará
CE,Pasta,Solonópole
CE,Patacas,Aquiraz
CE,Patos,Sobral
CE,Patos dos Liberatos,Chorozinho
CE,Patriarca,Sobral
CE,Paus Branco,Madalena
CE,Pavuna,Pacatuba
CE,Pecém,São Gonçalo do Amarante
CE,Pedra Branca,Aracoiaba
CE,Pedra de Fogo,Sobral
CE,Pedra e Cal,Ibaretama
CE,Pedras,Morada Nova
CE,Pedras Brancas,Banabuiú
CE,Pedrinhas,Icó
CE,Peixe,Russas
CE,Peixe Gordo,Tabuleiro do Norte
CE,Penedo,Maranguape
CE,Pernambuquinho,Guaramiranga
CE,Pessoa Anta,Granja
CE,Pindoguaba,Tianguá
CE,Pio X,Umari
CE,Piranji,Ibaretama
CE,Pitombeira,Itapajé
CE,Pitombeiras,Cascavel
CE,Planalto,Arneiroz
CE,Plácido Martins,Aracoiaba
CE,Ponta da Serra,Crato
CE,Pontal da Santa Cruz,Santana do Cariri
CE,Porfírio Sampaio,Pentecoste
CE,Poti,Crateús
CE,Poço,Brejo Santo
CE,Poço Comprido,Amontada
CE,Poço Doce,Paracuru
CE,Poço Grande,Jucás
CE,Poço Verde,Mucambo
CE,Poço da Onça,Miraíma
CE,Poço da Pedra,Boa Viagem
CE,Poço das Pedras,Campos Sales
CE,Prata,Bela Cruz
CE,Pratiús,Pindoretama
CE,Prefeita Suely Pinheiro,Solonópole
CE,Primavera,Caririaçu
CE,Quatiguaba,Viçosa do Ceará
CE,Queimados,Horizonte
CE,Quimami,Missão Velha
CE,Quincoê,Acopiara
CE,Quincuncá,Farias Brito
CE,Quitaiús,Lavras da Mangabeira
CE,Quixariú,Campos Sales
CE,Rafael Arruda,Sobral
CE,Raimundo Martins,Santa Quitéria
CE,Ramadinha,Ararendá
CE,Realejo,Crateús
CE,Recanto,Ipu
CE,Repartição,Croatá
CE,Retiro,Uruburetama
CE,Riacho Grande,Araripe
CE,Riacho Verde,Quixadá
CE,Riacho Verde,Várzea Alegre
CE,Riacho Vermelho,Iguatu
CE,Riacho da Pedras,Santa Quitéria
CE,Riachão,Barro
CE,Riachão,Miraíma
CE,Riachão,Parambu
CE,Rinaré,Banabuiú
CE,Roldão,Morada Nova
CE,Rosário,Milagres
CE,Sabiaguaba,Amontada
CE,Saco do Belém,Santa Quitéria
CE,Sacramento,Ipaporanga
CE,Salgado dos Machados,Sobral
CE,Salgado dos Mendes,Forquilha
CE,Salão,Senador Sá
CE,Sambaíba,Granja
CE,Sangradouro,Santa Quitéria
CE,Santa Ana,Pacoti
CE,Santa Cruz do Banabuiú,Pedra Branca
CE,Santa Felícia,Acopiara
CE,Santa Fé,Crato
CE,Santa Luzia,Jaguaruana
CE,Santa Luzia,Uruburetama
CE,Santa Maria,Novo Oriente
CE,Santa Rita,Choró
CE,Santa Rosa,Crato
CE,Santa Tereza,Aracati
CE,Santa Tereza,Croatá
CE,Santa Tereza,Tauá
CE,Santa Vitória,Aurora
CE,Santana,Crateús
CE,Santarém,Orós
CE,Santo André,Penaforte
CE,Santo Antonio,Ararendá
CE,Santo Antônio,Acopiara
CE,Santo Antônio,Barro
CE,Santo Antônio,Cedro
CE,Santo Antônio,Crateús
CE,Santo Antônio da Pindoba,Ibiapina
CE,Santo Antônio dos Fernandes,Meruoca
CE,Santo Izidro,Pires Ferreira
CE,Sapupara,Maranguape
CE,Sapó,Santana do Acaraú
CE,Saquinho,Jaguaruana
CE,Sebastião de Abreu,Pentecoste
CE,Senador Carlos Jereissati,Pacatuba
CE,Sereno de Cima,Ocara
CE,Serra do Félix,Beberibe
CE,Serragem,Ocara
CE,Serrinha,Granjeiro
CE,Serrota,Barro
CE,Serrota,Senador Sá
CE,Serrote,São Gonçalo do Amarante
CE,Serrote do Meio,Itapajé
CE,Simão,Porteiras
CE,Sitiá,Banabuiú
CE,Siupé,São Gonçalo do Amarante
CE,Soledade,Itapajé
CE,Solidão,Acopiara
CE,Suassurana,Iguatu
CE,Sucatinga,Beberibe
CE,Sucesso,Tamboril
CE,Sussuanha,Guaraciaba do Norte
CE,São Bartolomeu,Cariús
CE,São Bernardo,Quixadá
CE,São Domingos,Caridade
CE,São Filipe,Brejo Santo
CE,São Francisco,Meruoca
CE,São Francisco,Quiterianópolis
CE,São Félix,Mauriti
CE,São Joaquim,Umirim
CE,São Joaquim do Salgado,Senador Pompeu
CE,São José,Abaiara
CE,São José,Ipueiras
CE,São José,Iracema
CE,São José,Palhano
CE,São José,Saboeiro
CE,São José das Lontras,Ipueiras
CE,São José de Solonópole,Solonópole
CE,São José do Lagamar,Jaguaruana
CE,São José do Torto,Sobral
CE,São João,Ereré
CE,São João de Deus,Russas
CE,São João do Amanari,Maranguape
CE,São João dos Queirozes,Quixadá
CE,São Miguel,Cedro
CE,São Miguel,Mauriti
CE,São Miguel,Quixeramobim
CE,São Paulinho,Acopiara
CE,São Pedro,Nova Russas
CE,São Pedro do Gavião,Tururu
CE,São Pedro do Norte,Jucás
CE,São Raimundo,Novo Oriente
CE,São Romão,Altaneira
CE,São Roque,Croatá
CE,São Sebastião,Baturité
CE,São Sebastião,Cariús
CE,São Tomé,Itapajé
CE,São Vicente,Icó
CE,São Vicente,Mombaça
CE,Sítio Alegre,Morrinhos
CE,Sítio Araras,Ipaporanga
CE,Sítios Novos,Caucaia
CE,Tabainha,Tianguá
CE,Taboleiro,Antonina do Norte
CE,Taiba,São Gonçalo do Amarante
CE,Tangente,Massapê
CE,Tanques,Maranguape
CE,Tapera,Aquiraz
CE,Taperuaba,Sobral
CE,Tapuiará,Quixadá
CE,Tapuio,Cariré
CE,Taquari,Jardim
CE,Targinos,Canindé
CE,Timbaúba de Nossa Senhora das Dores,Russas
CE,Timbaúba dos Marinheiros,Chorozinho
CE,Timonha,Granja
CE,Tipi,Aurora
CE,Tomé,Quixeré
CE,Tomé Vieira,Ereré
CE,Torrões,Ipaporanga
CE,Tranqueiras,Independência
CE,Trapiá,Forquilha
CE,Trapiá,Santa Quitéria
CE,Trici,Tauá
CE,Triunfo,Nova Olinda
CE,Triângulo,Abaiara
CE,Triângulo,Chorozinho
CE,Trussu,Acopiara
CE,Três Irmãos,Novo Oriente
CE,Tróia,Pedra Branca
CE,Tucunduba,Caucaia
CE,Tucuns,Crateús
CE,Tuína,Massapê
CE,Ubaúna,Coreaú
CE,Ubiraçu,Canindé
CE,Uiraponga,Morada Nova
CE,Umarituba,São Gonçalo do Amarante
CE,Umarizeiras,Maranguape
CE,Umburanas,Mauriti
CE,União,Madalena
CE,Uruquê,Quixeramobim
CE,Valência,Caririaçu
CE,Vazante do Curú,Canindé
CE,Vazantes,Aracoiaba
CE,Velame,Deputado Irapuan Pinheiro
CE,Ventura,Alcântaras
CE,Vertentes do Lagedo,Maranguape
CE,Video,Catunda
CE,Vila Nova,Tarrafas
CE,Vila Soares,Apuiarés
CE,Vista Alegre,Croatá
CE,Viçosa,Fortim
CE,Viçosa,Ibicuitinga
CE,Várzea Grande,Independência
CE,Várzea da Conceição,Cedro
CE,Várzea da Ipueira,Boa Viagem
CE,Várzea da Onça,Quixadá
CE,Várzea da Volta,Moraújo
CE,Várzea do Giló,Ipu
CE,Várzea dos Espinhos,Guaraciaba do Norte
CE,Água Boa,Paramoti
CE,Água Branca,Ipaporanga
CE,Água Fria,Quixeré
CE,Água Verde,Guaiúba
CE,Águas Belas,Boa Viagem
ES,Acioli,João Neiva
ES,Aghá,Piúma
ES,Airituba,São José do Calçado
ES,Alto Caldeirão,Santa Teresa
ES,Alto Calçado,São José do Calçado
ES,Alto Castelinho,Vargem Alta
ES,Alto Caxixe,Venda Nova do Imigrante
ES,Alto Mutum Preto,Baixo Guandu
ES,Alto Norte,Muniz Freire
ES,Alto Pongal,Anchieta
ES,Alto Santa Maria,Santa Teresa
ES,Anutiba,Alegre
ES,Aracê,Domingos Martins
ES,Araguaia,Marechal Floriano
ES,Araraí,Alegre
ES,Araçatiba,Viana
ES,Argolas,Vila Velha
ES,Barra Nova,São Mateus
ES,Barra Seca,Jaguaré
ES,Barra do Itapemirim,Marataízes
ES,Baunilha,Colatina
ES,Bebedouro,Linhares
ES,Biriricas,Domingos Martins
ES,Boapaba,Colatina
ES,Bonsucesso,Apiacá
ES,Braço do Rio,Conceição da Barra
ES,Braço do Sul,São Domingos do Norte
ES,Burarama,Cachoeiro de Itapemirim
ES,Cachoeirinha de Itaúna,Barra de São Francisco
ES,Café,Alegre
ES,Calogi,Serra
ES,Camará,Muqui
ES,Carapina,Serra
ES,Celina,Alegre
ES,Conceição do Muqui,Mimoso do Sul
ES,Conduru,Cachoeiro de Itapemirim
ES,Cotaxé,Ecoporanga
ES,Coutinho,Cachoeiro de Itapemirim
ES,Cricaré,Conceição da Barra
ES,Cristal do Norte,Pedro Canário
ES,Crubixá,Alfredo Chaves
ES,Córrego dos Monos,Cachoeiro de Itapemirim
ES,Desengano,Linhares
ES,Divino Espírito Santo,São José do Calçado
ES,Djalma Coutinho,Santa Leopoldina
ES,Dona América,Mimoso do Sul
ES,Duas Barras,Iconha
ES,Estrela do Norte,Castelo
ES,Farias,Linhares
ES,Fartura,São Gabriel da Palha
ES,Fazenda Guandu,Afonso Cláudio
ES,Garrafão,Santa Maria de Jetibá
ES,Gironda,Cachoeiro de Itapemirim
ES,Goiabeiras,Vitória
ES,Governador Lacerda de Aguiar,Água Doce do Norte
ES,Graça Aranha,Colatina
ES,Gruta,Cachoeiro de Itapemirim
ES,Guaraná,Aracruz
ES,Guararema,Nova Venécia
ES,Ibes,Vila Velha
ES,Ibicaba,Afonso Cláudio
ES,Ibitiruí,Alfredo Chaves
ES,Ibituba,Baixo Guandu
ES,Imburana,Ecoporanga
ES,Irundi,Fundão
ES,Isabel,Domingos Martins
ES,Itabaiana,Mucurici
ES,Itaici,Muniz Freire
ES,Itaimbé,Itaguaçu
ES,Itaipava,Itapemirim
ES,Itamira,Ponto Belo
ES,Itaoca,Cachoeiro de Itapemirim
ES,Itapecoá,Itapemirim
ES,Itaperuna,Barra de São Francisco
ES,Itapina,Colatina
ES,Itaquari,Cariacica
ES,Itauninhas,São Mateus
ES,Itaçu,Itaguaçu
ES,Itaúnas,Conceição da Barra
ES,Jabaquara,Anchieta
ES,Jaciguá,Vargem Alta
ES,Jacupemba,Aracruz
ES,Joatuba,Laranja da Terra
ES,Joaçuba,Ecoporanga
ES,José Carlos,Apiacá
ES,Jucu,Vila Velha
ES,Jurama,Vila Valério
ES,Lajinha,Pancas
ES,Limoeiro,Castelo
ES,Mangaraí,Santa Leopoldina
ES,Mata Fria,Afonso Cláudio
ES,Matilde,Alfredo Chaves
ES,Melgaço,Domingos Martins
ES,Menino Jesus,Muniz Freire
ES,Moacyr Ávidos,Governador Lindenberg
ES,Monte Carmelo do Rio Novo,Alto Rio Novo
ES,Monte Pio,Castelo
ES,Monte Senir,Barra de São Francisco
ES,Monte Sinai,Barra de São Francisco
ES,Morello,Governador Lindenberg
ES,Mundo Novo,Dores do Rio Preto
ES,Muritiba,Ecoporanga
ES,Nestor Gomes,São Mateus
ES,Nossa Senhora das Graças,Iúna
ES,Nossa Senhora de Fátima,Jaguaré
ES,Nova Almeida,Serra
ES,Nova Verona,São Mateus
ES,Novo Brasil,Governador Lindenberg
ES,Pacotuba,Cachoeiro de Itapemirim
ES,Palmeira,Itaguaçu
ES,Palmerino,Alto Rio Novo
ES,Paraju,Domingos Martins
ES,Patrimônio do Ouro,Castelo
ES,Paulista,Barra de São Francisco
ES,Pendanga,Ibiraçu
ES,Pequiá,Iúna
ES,Piabanha do Norte,Itapemirim
ES,Piaçu,Muniz Freire
ES,Piracema,Afonso Cláudio
ES,Pontal do Ipiranga,Linhares
ES,Ponte de Itabapoana,Mimoso do Sul
ES,Pontões,Afonso Cláudio
ES,Poranga,Barra de São Francisco
ES,Povoação,Linhares
ES,Praia Grande,Fundão
ES,Prata dos Baianos,Ecoporanga
ES,Princesa,Rio Novo do Sul
ES,Prosperidade,Vargem Alta
ES,Queimado,Serra
ES,Quilômetro 14 do Mutum,Baixo Guandu
ES,Regência,Linhares
ES,Riacho,Aracruz
ES,Ribeirão do Cristo,Alfredo Chaves
ES,Rio Calçado,Guarapari
ES,Rio Muqui,Itapemirim
ES,Rio Quartel,Linhares
ES,Rive,Alegre
ES,Sagrada Família,Alfredo Chaves
ES,Santa Angélica,Alegre
ES,Santa Cruz,Aracruz
ES,Santa Cruz de Irupi,Irupi
ES,Santa Júlia,São Roque do Canaã
ES,Santa Luzia de Mantenópolis,Mantenópolis
ES,Santa Luzia do Azul,Água Doce do Norte
ES,Santa Luzia do Norte,Ecoporanga
ES,Santa Maria de Marechal,Marechal Floriano
ES,Santa Marta,Ibitirama
ES,Santa Rita de Brejetuba,Brejetuba
ES,Santa Terezinha,Ecoporanga
ES,Santo Agostinho,Água Doce do Norte
ES,Santo Antônio,Barra de São Francisco
ES,Santo Antônio do Canaã,Santa Teresa
ES,Santo Antônio do Muqui,Mimoso do Sul
ES,Santo Antônio do Pousalegre,Boa Esperança
ES,Santo Antônio do Quinze,Nova Venécia
ES,Santíssima Trindade,Iúna
ES,Sapucaia,Marilândia
ES,Serra Pelada,Afonso Cláudio
ES,Sobreiro,Laranja da Terra
ES,São Francisco,Rio Bananal
ES,São Francisco Xavier do Guandu,Afonso Cláudio
ES,São Geraldo,Mantenópolis
ES,São Jacinto,São Roque do Canaã
ES,São Jorge da Barra Seca,Vila Valério
ES,São Jorge de Oliveira,Brejetuba
ES,São Jorge de Tiradentes,Rio Bananal
ES,São José das Torres,Mimoso do Sul
ES,São José de Fruteiras,Vargem Alta
ES,São José de Mantenópolis,Mantenópolis
ES,São José do Sobradinho,Boa Esperança
ES,São João de Petrópolis,Santa Teresa
ES,São João de Viçosa,Venda Nova do Imigrante
ES,São João do Norte,Alegre
ES,São João do Príncipe,Iúna
ES,São João do Sobrado,Pinheiros
ES,São Luiz de Miranda,Laranja da Terra
ES,São Luís de Boa Sorte,Afonso Cláudio
ES,São Miguel do Caparaó,Guaçuí
ES,São Pedro,Muniz Freire
ES,São Pedro de Itabapoana,Mimoso do Sul
ES,São Pedro de Rates,Guaçuí
ES,São Rafael,Linhares
ES,São Raimundo da Pedra Menina,Dores do Rio Preto
ES,São Tiago,Guaçuí
ES,São Torquato,Vila Velha
ES,São Vicente,Cachoeiro de Itapemirim
ES,Timbuí,Fundão
ES,Todos os Santos,Guarapari
ES,Urânia,Alfredo Chaves
ES,Vargem Alegre,Barra de São Francisco
ES,Vargem Grande do Soturno,Cachoeiro de Itapemirim
ES,Vieira Machado,Muniz Freire
ES,Vila Nelita,Água Doce do Norte
ES,Vila Nova de Bananal,Baixo Guandu
ES,Vila Verde,Pancas
ES,Vila de Laranja da Terra,Laranja da Terra
ES,Vinhático,Montanha
ES,Vinte e Cinco de Julho,Santa Teresa
ES,Águas Claras,Águia Branca
ES,Ângelo Frechiani,Colatina
GO,Alto Alvorada,Orizona
GO,Aparecida de Goiás,Itapaci
GO,Aparecida do Rio Claro,Montes Claros de Goiás
GO,Assunção de Goiás,Vila Propício
GO,Auriverde,Crixás
GO,Bacilândia,Fazenda Nova
GO,Bandeirantes,Nova Crixás
GO,Bezerra,Formosa
GO,Buenolândia,Goiás
GO,Caiçara,Faina
GO,Calcilândia,Goiás
GO,Campolândia,Ivolândia
GO,Campos Lindos,Cristalina
GO,Cana Brava,Minaçu
GO,Canadá,Jussara
GO,Capelinha,Anicuns
GO,Caraíba,Vianópolis
GO,Carlândia,Indiara
GO,Castrinópolis,Rialma
GO,Cavalheiro,Ipameri
GO,Choupana,Anicuns
GO,Cibele,Itapuranga
GO,Cirilândia,Santa Isabel
GO,Colinaçu,Campinorte
GO,Córrego Rico,Planaltina
GO,Davidópolis,Goiás
GO,Diolândia,Itapuranga
GO,Domiciano Ribeiro,Ipameri
GO,Forte,São João d'Aliança
GO,Geriaçu,Uruaçu
GO,Goialândia,Anápolis
GO,Interlândia,Anápolis
GO,Itaguaçu,São Simão
GO,Jacilândia,Itapirapuã
GO,Jardim Ingá,Luziânia
GO,Jeroaquara,Faina
GO,Joanápolis,Anápolis
GO,Juscelino Kubitschek,Formosa
GO,Juscelândia,Jussara
GO,Lagoa do Bauzinho,Rio Verde
GO,Lagolândia,Pirenópolis
GO,Lua Nova,Matrinchã
GO,Lucilândia,Montes Claros de Goiás
GO,Marcianópolis,Goiatuba
GO,Mariápolis e Taboquinha,Padre Bernardo
GO,Mato Seco,Água Fria de Goiás
GO,Messianópolis,Moiporá
GO,Monte Alto,Padre Bernardo
GO,Natinópolis,Goianésia
GO,Nova Brasília,Aparecida de Goiânia
GO,Olaria do Angico,Itarumã
GO,Olhos D'Água,Alexânia
GO,Ouroana,Rio Verde
GO,Pau Terra,Uruaçu
GO,Piloândia,Israelândia
GO,Pires Belo,Catalão
GO,Ponte Alta do Araguaia,Montes Claros de Goiás
GO,Posse d'Abadia,Abadiânia
GO,Registro do Araguaia,Montes Claros de Goiás
GO,Riverlândia,Rio Verde
GO,Rosalândia,São Luís de Montes Belos
GO,Roselândia,Bela Vista de Goiás
GO,Santa Maria,Flores de Goiás
GO,Santa Rosa,Formosa
GO,Santo Antônio do Rio Verde,Catalão
GO,Serra Dourada,Fazenda Nova
GO,Souzânia,Anápolis
GO,São Gabriel de Goiás,Planaltina
GO,São Jorge,Alto Paraíso de Goiás
GO,São Luiz do Tocantins,Niquelândia
GO,São Sebastião do Rio Claro,Jussara
GO,Trajanópolis,Padre Bernardo
GO,Tupiraçaba,Niquelândia
GO,Uruceres,Uruana
GO,Uruíta,Uruana
GO,Uvá,Goiás
GO,Valdelândia,Rubiataba
GO,Vila Borba,Colinas do Sul
GO,Vila Rica,Goiânia
GO,Vila Taveira,Niquelândia
GO,Águas de São João,Goiás
MA,Aurizona,Godofredo Viana
MA,Bacatuba,Buriti Bravo
MA,Barro Duro,Tutóia
MA,Barão de Tromaí,Cândido Mendes
MA,Boa Vista do Pindaré,Cajari
MA,Bonfim do Arari,Arari
MA,Brejo de São Félix,Parnarama
MA,Buriti Cortado,Timon
MA,Caraíba do Norte,São Francisco do Maranhão
MA,Codozinho,Codó
MA,Curupá,Alto Parnaíba
MA,Curva Grande,Santa Helena
MA,Custódio Lima,Magalhães de Almeida
MA,Estandarte,Cândido Mendes
MA,Ibipira,Mirador
MA,Itapera,Icatu
MA,Marianópolis,Pedreiras
MA,Mata,São José de Ribamar
MA,Pimentel,Pindaré-Mirim
MA,Porto das Gabarras,Anajatuba
MA,Ribeirão Azul,São Francisco do Maranhão
MA,Roque,Pinheiro
MA,Roçado,Pastos Bons
MA,São Joaquim dos Melos,Tuntum
MA,São João de Cortes,Alcântara
MA,São Raimundo de Codó,Codó
MG,Abadia de Carbonita,Carbonita
MG,Abaeté dos Mendes,Rio Paranaíba
MG,Abaeté dos Venâncios,São Gotardo
MG,Abaíba,Leopoldina
MG,Abreus,Alto Rio Doce
MG,Acauã de Minas,Leme do Prado
MG,Acuruí,Itabirito
MG,Adão Colares,Botumirim
MG,Airões,Paula Cândido
MG,Alagoas,Patos de Minas
MG,Alberto Isaacson,Martinho Campos
MG,Albertos,Formiga
MG,Aldeamento,Santa Rita do Itueto
MG,Aldeia,Cuparaque
MG,Alegre,Coromandel
MG,Alegria,Simonésia
MG,Alexandrita,Iturama
MG,Almeida,Jaboticatubas
MG,Alto Belo,Bocaiúva
MG,Alto Maranhão,Congonhas
MG,Alto Pião,Santa Rita do Itueto
MG,Alto de Santa Helena,Governador Valadares
MG,Alto do Capim,Aimorés
MG,Altolândia,Tapiraí
MG,Alvação,Coração de Jesus
MG,Alvorada,Carangola
MG,Amanda,Baldim
MG,Amanhece,Araguari
MG,Amarantina,Ouro Preto
MG,Amparo do Sítio,Rubelita
MG,Ancorado,Rosário da Limeira
MG,Andiroba,Esmeraldas
MG,Andrequicé,Três Marias
MG,Angaturama,Recreio
MG,Angicos de Minas,Brasília de Minas
MG,Angueretá,Curvelo
MG,Angustura,Além Paraíba
MG,Antunes,Igaratinga
MG,Antônio Ferreira,Franciscópolis
MG,Antônio Pereira,Ouro Preto
MG,Antônio dos Santos,Caeté
MG,Aparecida de Minas,Frutal
MG,Aparecida do Mundo Novo,Montes Claros
MG,Aracati de Minas,Cataguases
MG,Aramirim,Açucena
MG,Aranha,Brumadinho
MG,Araçaji de Minas,Pedra Azul
MG,Araúna,Guapé
MG,Arcângelo,São João del Rei
MG,Areias de Itapeva,Itapeva
MG,Areião de Minas,Montezuma
MG,Argenita,Ibiá
MG,Aristides Batista,Coração de Jesus
MG,Ascensão,Pará de Minas
MG,Assaraí,Pocrane
MG,Avaí do Jacinto,Jacinto
MG,Azurita,Mateus Leme
MG,Babilônia,Delfinópolis
MG,Baguari,Governador Valadares
MG,Baixa Quente,Minas Novas
MG,Baixa Verde,Dionísio
MG,Baiões,Formiga
MG,Bananal de Baixo,Tarumirim
MG,Bananal de Cima,Tarumirim
MG,Bandeirantes,Mariana
MG,Barra Alegre,Ipatinga
MG,Barra Feliz,Santa Bárbara
MG,Barra Grande de Mesquita,Mesquita
MG,Barra da Figueira,Pocrane
MG,Barra de Alegria,Indaiabira
MG,Barra de Delfim Moreira,Delfim Moreira
MG,Barra do Ariranha,Mantena
MG,Barra do Cuieté,Conselheiro Pena
MG,Barra do Salinas,Coronel Murta
MG,Barranco Alto,Alfenas
MG,Barreiro,Belo Horizonte
MG,Barreiro Branco,Catuti
MG,Barreiro da Raiz,Janaúba
MG,Barreiro de Sete Lagoas,Sete Lagoas
MG,Barretos de Alvinópolis,Alvinópolis
MG,Barrinha,Mamonas
MG,Barrinha do Paraíso,São João do Paraíso
MG,Barrocão,Grão Mogol
MG,Barrocão de Jequitaí,Jequitaí
MG,Bação,Itabirito
MG,Baú,Estrela do Indaiá
MG,Beira Rio,São Gonçalo do Abaeté
MG,Belisário,Muriaé
MG,Beltrão,Corinto
MG,Bem-Querer,Riacho dos Machados
MG,Bentópolis de Minas,Ubaí
MG,Bernardas,Rio Manso
MG,Bicuíba,Raul Soares
MG,Biguatinga,São Pedro da União
MG,Bituri,Jeceaba
MG,Boa Família,Muriaé
MG,Boa Morte,Belo Vale
MG,Boa Sorte de Claro dos Poções,Claro dos Poções
MG,Boa Sorte do Paraíso,São João do Paraíso
MG,Boa União de Itabirinha,Itabirinha
MG,Boa Vista da Serra,Juatuba
MG,Boa Vista de Minas,Nova Serrana
MG,Boa Vista de Santa Maria,Unaí
MG,Boachá,Ipaba
MG,Bom Jardim das Pedras,Carmópolis de Minas
MG,Bom Jesus da Cachoeira,Muriaé
MG,Bom Jesus da Canabrava,São João Evangelista
MG,Bom Jesus da Vereda,Ibiaí
MG,Bom Jesus da Vista Alegre,Capitão Andrade
MG,Bom Jesus da Vitória,Santa Helena de Minas
MG,Bom Jesus de Angicos,Carmo do Cajuru
MG,Bom Jesus de Cardosos,Urucânia
MG,Bom Jesus do Bagre,Belo Oriente
MG,Bom Jesus do Divino,Divino
MG,Bom Jesus do Galego,Capelinha
MG,Bom Jesus do Madeira,Fervedouro
MG,Bom Jesus do Rio Preto,Inhapim
MG,Bom Jesus do Tabuleiro,São José do Jacuri
MG,Bom Jesus do Vermelho,Santa Rita de Ibitipoca
MG,Bom Jesus dos Campos,São José da Barra
MG,Bom Pastor,Resplendor
MG,Bom Retiro,Santa Bárbara do Tugúrio
MG,Bom Sucesso da Mantiqueira,Brazópolis
MG,Bom Sucesso de Patos,Patos de Minas
MG,Bonança,Ibiracatu
MG,Bonfim da Barra,Barra Longa
MG,Bonito de Urucuia,Urucuia
MG,Borba Gato,Ferros
MG,Boticão,Aguanil
MG,Brejaubinha,Governador Valadares
MG,Brejaúba,Conceição do Mato Dentro
MG,Brejo Bonito,Cruzeiro da Fortaleza
MG,Brejo Mata Fome,São João das Missões
MG,Brejo de Minas,Santa Maria do Suaçuí
MG,Brejo de São Caetano,Manga
MG,Brejo do Amparo,Januária
MG,Brejo do Mutambal,Varzelândia
MG,Brejão de Miravânia,Miravânia
MG,Brumal,Santa Bárbara
MG,Buarque de Macedo,Conselheiro Lafaiete
MG,Bueno,Conselheiro Pena
MG,Buriti Grande,Martinho Campos
MG,Caatinga,João Pinheiro
MG,Cachoeira Alegre,Barão do Monte Alto
MG,Cachoeira de Santa Cruz,Viçosa
MG,Cachoeira do Brumado,Mariana
MG,Cachoeira do Campo,Ouro Preto
MG,Cachoeira do Manteiga,Buritizeiro
MG,Cachoeira do Norte,Chapada do Norte
MG,Cachoeira do Vale,Timóteo
MG,Cachoeirinha,Córrego Danta
MG,Caetano Lopes,Jeceaba
MG,Caetés de Minas,Juiz de Fora
MG,Café-Mirim,Tarumirim
MG,Caiapó,Pirapetinga
MG,Caixa D'Água da Esperança,Tiradentes
MG,Calixto,Resplendor
MG,Camargos,Mariana
MG,Camilo Prates,Bocaiúva
MG,Campestrinho,Andradas
MG,Campo Alegre da Serra,Santa Rosa da Serra
MG,Campo Alegre de Minas,Ibiracatu
MG,Campo Alegre de Minas,Resplendor
MG,Campo Buriti,Turmalina
MG,Campo Redondo,Varzelândia
MG,Campo Verde de Minas,Novorizonte
MG,Canabrava,Francisco Sá
MG,Canabrava,João Pinheiro
MG,Canastrão,Tiros
MG,Canjamba,Ressaquinha
MG,Canoeiros,São Gonçalo do Abaeté
MG,Canta Galo de Botumirim,Botumirim
MG,Capitania,Montalvânia
MG,Capitão Felizardo,Conceição do Mato Dentro
MG,Capoeira Grande,Onça de Pitangui
MG,Carioca,Pará de Minas
MG,Carlos Alves,São João Nepomuceno
MG,Caroba,Santo Antônio do Retiro
MG,Carvalho de Brito,Sabará
MG,Cataguarino,Cataguases
MG,Catajás,Santo Antônio do Jacinto
MG,Catequeses,Água Boa
MG,Cateriangongo,Cachoeira de Pajeú
MG,Catiara,Serra do Salitre
MG,Catuni,Francisco Sá
MG,Catuné,Tombos
MG,Cava Grande,Marliéria
MG,Caçaratiba,Turmalina
MG,Caçarema,Capitão Enéas
MG,Celso Bueno,Monte Carmelo
MG,Centenário,Mutum
MG,Central de Santa Helena,Divino das Laranjeiras
MG,Cercado,Uruana de Minas
MG,Cerradinho,Cana Verde
MG,Cervo,Borda da Mata
