uf,nome,municipio
MG,Chapada de Minas,Estrela do Sul
MG,Chapadinha do Ipê,Capelinha
MG,Chaveslândia,Santa Vitória
MG,Chonin de Baixo,Governador Valadares
MG,Chumbo,Patos de Minas
MG,Chácara dos Cordeiros,Belo Vale
MG,Cisneiros,Palma
MG,Claro de Minas,Vazante
MG,Cláudio Manuel,Mariana
MG,Cocais,Barão de Cocais
MG,Coco,Moeda
MG,Colônia Rodrigo Silva,Barbacena
MG,Conceição da Boa Vista,Recreio
MG,Conceição da Brejaúba,Gonzaga
MG,Conceição da Ibitipoca,Lima Duarte
MG,Conceição das Laranjeiras,São Geraldo do Baixio
MG,Conceição de Itaguá,Brumadinho
MG,Conceição de Minas,Dionísio
MG,Conceição de Piracicaba,Rio Piracicaba
MG,Conceição de Tronqueiras,Coroaci
MG,Conceição do Capim,Aimorés
MG,Conceição do Formoso,Santos Dumont
MG,Conceição do Rio Acima,Santa Bárbara
MG,Concórdia do Mucuri,Ladainha
MG,Condado do Norte,São João da Ponte
MG,Conselheiro Mata,Diamantina
MG,Contrato,Itamarandiba
MG,Contria,Corinto
MG,Cordeiro de Minas,Caratinga
MG,Corguinhos,Iguatama
MG,Correia de Almeida,Barbacena
MG,Correntinho,Guanhães
MG,Costa Sena,Conceição do Mato Dentro
MG,Costas,Paraisópolis
MG,Costas da Mantiqueira,Barbacena
MG,Covancas,Francisco Dumont
MG,Crispim Jacques,Teófilo Otoni
MG,Crisólia,Ouro Fino
MG,Cruz Vera,Brazópolis
MG,Cruz dos Araújos,Cônego Marinho
MG,Cruzeiro dos Peixotos,Uberlândia
MG,Cruzinha,Minas Novas
MG,Cubas,Ferros
MG,Cuieté Velho,Conselheiro Pena
MG,Curimataí,Buenópolis
MG,Curral Novo de Minas,Antônio Carlos
MG,Córrego Dantas do Suaçuí,São Pedro do Suaçuí
MG,Córrego Januário,Inhapim
MG,Córrego do Barro,Pará de Minas
MG,Córrego do Ouro,Campos Gerais
MG,Córrego dos Melquíades,Governador Valadares
MG,Córregos,Conceição do Mato Dentro
MG,Córregos do Bernardo,Governador Valadares
MG,Cônego João Pio,São Domingos do Prata
MG,Deputado Augusto Clementino,Serro
MG,Derribadinha,Governador Valadares
MG,Desembargador Otoni,Diamantina
MG,Desemboque,Sacramento
MG,Diamante de Ubá,Ubá
MG,Dias,Brazópolis
MG,Divino Espírito Santo,Alterosa
MG,Divino das Palmeiras,São João do Manteninha
MG,Divino de Virgolândia,Virgolândia
MG,Divino do Traíra,Engenheiro Caldas
MG,Dois de Abril,Palmópolis
MG,Dolearina,Estrela do Sul
MG,Dom Carloto,Tarumirim
MG,Dom Corrêa,Manhuaçu
MG,Dom Lara,Caratinga
MG,Dom Modesto,Caratinga
MG,Dom Serafim,Itamarandiba
MG,Dores da Vitória,Miraí
MG,Dores do Paraibuna,Santos Dumont
MG,Douradinho,Machado
MG,Doutor Campolina,Jequitibá
MG,Doutor Lund,Pedro Leopoldo
MG,Dr. Sá Fortes,Antônio Carlos
MG,Edgard Melo,Itanhomi
MG,Elvas,Tiradentes
MG,Emboabas,São João del Rei
MG,Engenheiro Correia,Ouro Preto
MG,Engenheiro Dolabela,Bocaiúva
MG,Engenheiro Schnoor,Araçuaí
MG,Engenho,Taquaraçu de Minas
MG,Engenho Novo,Mar de Espanha
MG,Engenho do Ribeiro,Bom Despacho
MG,Epaminondas Otoni,Carlos Chagas
MG,Ermidinha,Montes Claros
MG,Esmeraldas de Ferros,Ferros
MG,Esteios,Luz
MG,Estrela da Barra,Carneirinho
MG,Estrela de Jordânia,Jordânia
MG,Estêvão de Araújo,Araponga
MG,Euxenita,Sabinópolis
MG,Expedicionário Alício,Aimorés
MG,Extração,Diamantina
MG,Faria,Barbacena
MG,Farias,Guanhães
MG,Fechados,Santana de Pirapama
MG,Felicina,Açucena
MG,Fernão Dias,Brasília de Minas
MG,Ferreiras,São Gonçalo do Sapucaí
MG,Ferreirópolis,Salinas
MG,Ferruginha,Conselheiro Pena
MG,Fidalgo,Pedro Leopoldo
MG,Fidelândia,Ataléia
MG,Flor de Minas,Gurinhatã
MG,Floresta,Central de Minas
MG,Florestina,Araguari
MG,Florália,Santa Bárbara
MG,Fonseca,Alvinópolis
MG,Francelinos,Juatuba
MG,Franceses,Carvalhos
MG,Francisco Sá de Carlos Chagas,Carlos Chagas
MG,Frei Eustáquio,Coqueiral
MG,Frei Orlando,Morada Nova de Minas
MG,Frei Serafim,Itambacuri
MG,Freire Cardoso,Coronel Murta
MG,Funchal,São Gotardo
MG,Furquim,Mariana
MG,Fátima do Pontal,Carneirinho
MG,Galego,Barbacena
MG,Galena,Presidente Olegário
MG,Gama,Açucena
MG,Garapuava,Unaí
MG,Gavião,Eugenópolis
MG,Gentil de Matos,Inimutaba
MG,Giru,Joaíma
MG,Glaura,Ouro Preto
MG,Glucínio,Santa Maria do Suaçuí
MG,Glória de Cataguases,Cataguases
MG,Goiabal,Governador Valadares
MG,Goiabas,Carmésia
MG,Goianases,Capetinga
MG,Goiasminas,Formoso
MG,Gororós,Dom Joaquim
MG,Gorutuba,Porteirinha
MG,Gramínea,Andradas
MG,Granada,Abre Campo
MG,Granjas do Norte,Chapada do Norte
MG,Graçópolis,Imbé de Minas
MG,Grota,Jequeri
MG,Guaicuí,Várzea da Palma
MG,Guaipava,Paraguaçu
MG,Guaranilândia,Jequitinhonha
MG,Guarataia,Itambacuri
MG,Guarda dos Ferreiros,São Gotardo
MG,Guardinha,São Sebastião do Paraíso
MG,Guaxima,Conquista
MG,Guinda,Diamantina
MG,Hematita,Antônio Dias
MG,Hermilo Alves,Carandaí
MG,Honorópolis,Campina Verde
MG,Humaitá de Minas,Juiz de Fora
MG,Ibitira,Martinho Campos
MG,Igrejinha do Acácio,Tabuleiro
MG,Ilhéus do Prata,São Domingos do Prata
MG,Imbiruçu,Mutum
MG,Independência,Resplendor
MG,Inhaí,Diamantina
MG,Ipoema,Itabira
MG,Itaboca,Santa Rita de Jacutinga
MG,Itaci,Carmo do Rio Claro
MG,Itacolomi,Conceição do Mato Dentro
MG,Itaim,Cachoeira de Minas
MG,Itaipu de Araxá,Araxá
MG,Itajutiba,Inhapim
MG,Itamarati,Águas Vermelhas
MG,Itamirim,Espinosa
MG,Itamuri,Muriaé
MG,Itapanhoacanga,Alvorada de Minas
MG,Itapiru,Rubim
MG,Itapiruçu,Palma
MG,Itauninha,Santa Maria de Itabira
MG,Itererê,Wenceslau Braz
MG,Itira,Araçuaí
MG,Ituí,São João Nepomuceno
MG,J.K.,Curvelo
MG,Jacarandira,Resende Costa
MG,Jacaré,Itinga
MG,Jacu das Piranhas,Gameleiras
MG,Jaguara de Minas,Onça de Pitangui
MG,Jaguaraí,Reduto
MG,Jaguaritira,Malacacheta
MG,Jaguarão,Jacinto
MG,Japão,Senhora dos Remédios
MG,Jardinésia,Prata
MG,Jerusalém,Inhapim
MG,Joselândia,Santana dos Montes
MG,Jubaí,Conquista
MG,Juiraçu,São Domingos do Prata
MG,Juncal,Extrema
MG,Junco de Minas,Malacacheta
MG,Jurumirim,Rio Casca
MG,Juréia,Monte Belo
MG,Justinópolis,Ribeirão das Neves
MG,Lacerdinha,Carangola
MG,Lagamar dos Coqueiros,Coromandel
MG,Lagoa Bonita,Cordisburgo
MG,Lagoa Grande de Minas Novas,Minas Novas
MG,Lagoa de Baixo,Rubelita
MG,Lagoa de Pau,Jaguaraçu
MG,Lagoa de Santo Antônio,Pedro Leopoldo
MG,Lagoinha de Fora,Lagoa Santa
MG,Lamounier,Itapecerica
MG,Lapa do Espírito Santo,São Francisco
MG,Lapinha,Lagoa Santa
MG,Lapinha da Serra,Santana do Riacho
MG,Laranjeiras de Caldas,Caldas
MG,Lavras Novas,Ouro Preto
MG,Lavrinha de Jaguaraçu,Jaguaraçu
MG,Lelivéldia,Berilo
MG,Levinópolis,Januária
MG,Limeira de Mantena,Mantena
MG,Limeira de Minas,Lagoa Formosa
MG,Linópolis,Divino das Laranjeiras
MG,Lobo Leite,Congonhas
MG,Lourenço Velho,Itajubá
MG,Lufa,Novo Cruzeiro
MG,Luiz Pires de Minas,Coração de Jesus
MG,Luizlândia do Oeste,João Pinheiro
MG,Luminosa,Brazópolis
MG,Macadame,Inhapim
MG,Macaia,Bom Sucesso
MG,Macedônia das Laranjeiras,Divino das Laranjeiras
MG,Machado Mineiro,Águas Vermelhas
MG,Machados Serrano,Bocaiúva
MG,Machados de Bom Sucesso,Bom Sucesso
MG,Machados de Minas,Jeceaba
MG,Macuco de Minas,Itumirim
MG,Major Ezequiel,Alvinópolis
MG,Major Porto,Patos de Minas
MG,Mandacaru do Paraíso,São João do Paraíso
MG,Manducas,Imbé de Minas
MG,Manejo,Lima Duarte
MG,Mantiqueira,Santos Dumont
MG,Mantiqueira do Palmital,Barbacena
MG,Marambainha,Caraí
MG,Maranhão,Caraí
MG,Marilândia,Itapecerica
MG,Maristela de Minas,Curral de Dentro
MG,Martins Guimarães,Lagoa da Prata
MG,Martinésia,Uberlândia
MG,Mata do Isidoro,Maria da Fé
MG,Mata do Sino,Juruaia
MG,Mateiro,Coromandel
MG,Mayrink,Carlos Chagas
MG,Medeiros dos Gerais,Piedade dos Gerais
MG,Melo Viana,Esmeraldas
MG,Mendanha,Diamantina
MG,Mendonça,Veredinha
MG,Mercadinho,Carbonita
MG,Mercês de Água Limpa,São Tiago
MG,Mestre Caetano,Sabará
MG,Miguel Burnier,Ouro Preto
MG,Milagre,Monte Santo de Minas
MG,Milho Verde,Serro
MG,Miragaia,Ubá
MG,Miralta,Montes Claros
MG,Mirandópolis,Taiobeiras
MG,Mirantão,Bocaina de Minas
MG,Miraporanga,Uberlândia
MG,Missionário,Alto Rio Doce
MG,Mocambeiro,Matozinhos
MG,Mocambinho,Porteirinha
MG,Mococa das Gerais,Monte Sião
MG,Monjolinho de Minas,Lagoa Formosa
MG,Monsenhor Horta,Mariana
MG,Monsenhor Isidro,Itaverava
MG,Monsenhor João Alexandre,Cláudio
MG,Monte Belo de Carbonita,Carbonita
MG,Monte Celeste,São Geraldo
MG,Monte Rei,Juvenília
MG,Monte Verde,Camanducaia
MG,Monte Verde de Minas,Juiz de Fora
MG,Morro,São Francisco
MG,Morro D'Água Quente,Catas Altas
MG,Morro Vermelho,Caeté
MG,Morro do Ferro,Oliveira
MG,Moçambo,Muzambinho
MG,Mucuri,Teófilo Otoni
MG,Mulungu de Minas,Porteirinha
MG,Mundo Novo de Minas,Aimorés
MG,Muquem de São Lázaro,Carvalhos
MG,Muquém,Mirabela
MG,Mãe dos Homens,São Sebastião do Maranhão
MG,Naque-Nanuque,Açucena
MG,Nazaré de Minas,Nepomuceno
MG,Nelson de Sena,São João Evangelista
MG,Neolândia,Itapecerica
MG,Nhandutiba,Manga
MG,Nicolândia,Resplendor
MG,Nova Aurora de Minas,Rio Pardo de Minas
MG,Nova Esperança,Montes Claros
MG,Nova Fátima de Salinas,Salinas
MG,Nova Limeira,Pavão
MG,Nova Matrona,Salinas
MG,Nova Minda,Japonvar
MG,Nova Santa Luzia,Crisólita
MG,Novilhona,Novo Cruzeiro
MG,Novo Bonfim,Água Boa
MG,Novo Horizonte,Ataléia
MG,Novo Horizonte de Inhapim,Inhapim
MG,Novo Riachinho,Monte Azul
MG,Núcleo João Pinheiro,Funilândia
MG,Ocidente,Mutum
MG,Olegário Maciel,Piranguinho
MG,Olhos D'Água da Canastra,Delfinópolis
MG,Olhos D'Água do Bom Jesus,Cônego Marinho
MG,Olhos d'Água do Oeste,João Pinheiro
MG,Olímpio Campos,São João da Ponte
MG,Orvalho,Lima Duarte
MG,Ouro Fino do Mato Dentro,Conceição do Mato Dentro
MG,Paciência,Porteirinha
MG,Padre Brito,Barbacena
MG,Padre Felisberto,Amparo do Serra
MG,Padre Fialho,Matipó
MG,Padre João Afonso,Itamarandiba
MG,Padre Júlio Maria,Alto Jequitibá
MG,Padre Pinto,Rio Piracicaba
MG,Padre Viegas,Mariana
MG,Paiolinho,Poço Fundo
MG,Palmeira de Resplendor,Água Boa
MG,Palmeiral,Botelhos
MG,Palmeiras de Capela Nova,Capela Nova
MG,Palmeiras do Manhuaçu,Manhuaçu
MG,Palmeiras do Vale,Setubinha
MG,Palmeirinha,Unaí
MG,Palmital de Minas,Cabeceira Grande
MG,Palmital do Cervo,Carmo da Cachoeira
MG,Palmital dos Carvalhos,Senhora dos Remédios
MG,Pandeiros,Januária
MG,Panelinhas,Miravânia
MG,Panorâmica,Montes Claros
MG,Paraguai,Cajuri
MG,Paraíso Garcia,Santa Rita de Ibitipoca
MG,Paraíso da Piedade,Piedade do Rio Grande
MG,Paredão de Minas,Buritizeiro
MG,Parque Durval de Barros,Ibirité
MG,Parque Industrial,Contagem
MG,Passa Dez,Bom Jesus do Galho
MG,Passagem de Mariana,Mariana
MG,Patrimônio,Prata
MG,Patrocínio de Caratinga,Caratinga
MG,Pedra Corrida,Periquito
MG,Pedra Grande,Almenara
MG,Pedra Menina,Rio Vermelho
MG,Pedra Preta dos Montes,Montes Claros
MG,Pedra do Sino,Carandaí
MG,Pedras de Marilândia,Unaí
MG,Pedregulho do Vale,Bocaiúva
MG,Pedro Lessa,Serro
MG,Pedro Versiani,Teófilo Otoni
MG,Peixoto,Ressaquinha
MG,Penedia,Caeté
MG,Penha Longa,Chiador
MG,Penha de França,Itamarandiba
MG,Penha do Capim,Aimorés
MG,Penha do Cassiano,Governador Valadares
MG,Penha do Coco,Chalé
MG,Penha do Norte,Conselheiro Pena
MG,Penido,Juiz de Fora
MG,Perdilândia,Santa Vitória
MG,Pereirinhas,Desterro de Entre Rios
MG,Perpétuo Socorro,Belo Oriente
MG,Petúnia,Nova Resende
MG,Piacatuba,Leopoldina
MG,Pic Sagarana,Arinos
MG,Piedade do Paraopeba,Brumadinho
MG,Pilar,Patos de Minas
MG,Pimenta de São Serafim,Olhos-d'Água
MG,Pindaíbas,Patos de Minas
MG,Pinheirinhos,Passa Quatro
MG,Pinheiro Grosso,Barbacena
MG,Pinheiro de Minas,Martins Soares
MG,Pinheiros Altos,Piranga
MG,Pinhotiba,Eugenópolis
MG,Pintos Negreiros,Maria da Fé
MG,Piracaíba,Araguari
MG,Piranguita,Rio Espera
MG,Pirapanema,Muriaé
MG,Piscamba,Jequeri
MG,Pitarana,Montalvânia
MG,Pião,Santa Rita de Caldas
MG,Planalto de Minas,Diamantina
MG,Plautino Soares,Sobrália
MG,Poaia,Santa Maria do Suaçuí
MG,Poncianos,Conceição das Alagoas
MG,Pontalete,Três Pontas
MG,Ponte Alta de Minas,Carangola
MG,Ponte Firme,Presidente Olegário
MG,Ponte Nova de Capelinha,Capelinha
MG,Ponte Segura,Senador Amaral
MG,Ponte do Cosme,Barbacena
MG,Ponte do Silva,Manhuaçu
MG,Ponte dos Ciganos,Coração de Jesus
MG,Pontevila,Formiga
MG,Ponto Chique do Martelo,Barbacena
MG,Ponto do Marambaia,Caraí
MG,Pontões do São João do Manhuaçu,São João do Manhuaçu
MG,Porto Agrário,Juvenília
MG,Porto das Cachoeiras,Governador Valadares
MG,Porto das Flores,Belmiro Braga
MG,Porto dos Mendes,Campo Belo
MG,Posses,Leme do Prado
MG,Posses de Maria da Fé,Maria da Fé
MG,Posses de São Sebastião,Campestre
MG,Potreiro,Alfredo Vasconcelos
MG,Pouso Alegre da Mata,Jequeri
MG,Poções de Paineiras,Paineiras
MG,Prata de Lajinha,Lajinha
MG,Pregos,Senador Cortes
MG,Presidente Pena,Carlos Chagas
MG,Professor Sperber,Chalé
MG,Providência,Leopoldina
MG,Prudentes,Senhora de Oliveira
MG,Pântano,Estiva
MG,Pântano de Santa Cruz,Coromandel
MG,Pé do Morro,Passa Quatro
MG,Quartel de São João,Quartel Geral
MG,Quartel do Sacramento,Bom Jesus do Galho
MG,Quatituba,Itueta
MG,Queirozes,Eugenópolis
MG,Queixada,Novo Cruzeiro
MG,Queixadinha,Caraí
MG,Quem-Quem,Janaúba
MG,Quilombo,Sabinópolis
MG,Quilombo Nossa Senhora do Rosário,Três Pontas
MG,Quintinos,Carmo do Paranaíba
MG,Raizama,Bonito de Minas
MG,Rancharia e Tenda,São João das Missões
MG,Rancho Novo,Caeté
MG,Ravena,Sabará
MG,Realeza,Manhuaçu
MG,Retiro,São Francisco
MG,Retiro de Santo Antônio,Brasília de Minas
MG,Revés do Belém,Bom Jesus do Galho
MG,Riacho da Cruz,Januária
MG,Ribanceira,São Romão
MG,Ribeiro Junqueira,Leopoldina
MG,Ribeiros,São Gonçalo do Sapucaí
MG,Ribeirão da Folha,Minas Novas
MG,Ribeirão de Santana,Caraí
MG,Ribeirão de Santo Agostinho,Olhos-d'Água
MG,Ribeirão de Santo Antônio,Brás Pires
MG,Ribeirão de São Domingos,Santa Margarida
MG,Rio Melo,Rio Espera
MG,Rio Pretinho,Teófilo Otoni
MG,Rio Verde de Minas,Matias Cardoso
MG,Rio das Mortes,São João del Rei
MG,Rodeador,Monjolos
MG,Rodrigo Silva,Ouro Preto
MG,Roseiral,Mutum
MG,Rosário de Minas,Juiz de Fora
MG,Rosário do Pontal,Ponte Nova
MG,Rosário do Rio Grande,Itumirim
MG,Roça Grande,São João Nepomuceno
MG,Roças Novas,Caeté
MG,Roças Novas dos Bandeirantes,Belo Vale
MG,Ruralminas,Unaí
MG,Salitre de Minas,Patrocínio
MG,Samambaia da Paz,Fervedouro
MG,Sambaíba de Minas,Buritizeiro
MG,Santa Bárbara de Miradouro,Miradouro
MG,Santa Bárbara do Sapucaí,Piranguinho
MG,Santa Cruz da Aparecida,Monte Belo
MG,Santa Cruz de Botumirim,Botumirim
MG,Santa Cruz de Galiléia,Galiléia
MG,Santa Cruz de Urucuia,Urucuia
MG,Santa Cruz do Monte Alverne,Miradouro
MG,Santa Cruz do Prata,Guaranésia
MG,Santa Cruz dos Alves,Congonhas do Norte
MG,Santa Efigênia de Caratinga,Caratinga
MG,Santa Filomena,Santana do Manhuaçu
MG,Santa Helena de Bicas,Bicas
MG,Santa Isabel de Minas,São Francisco
MG,Santa Joana,Itamarandiba
MG,Santa Luiza dos Corujas,Caraí
MG,Santa Luzia da Serra,João Pinheiro
MG,Santa Luzia de Caratinga,Caratinga
MG,Santa Luzia de Minas,Itamarandiba
MG,Santa Luzia do Carneiro,Itanhomi
MG,Santa Luzia dos Barros,Patrocínio
MG,Santa Maria do Baixio,São João do Oriente
MG,Santa Rita Durão,Mariana
MG,Santa Rita da Estrela,Estrela do Sul
MG,Santa Rita de Ouro Preto,Ouro Preto
MG,Santa Rita do Araçuaí,Chapada do Norte
MG,Santa Rita do Cedro,Curvelo
MG,Santa Rita do Mutum,Mutum
MG,Santa Rita do Rio do Peixe,Ferros
MG,Santa Rosa de Lima,Montes Claros
MG,Santa Rosa dos Dourados,Coromandel
MG,Santa Teresa do Bonito,Peçanha
MG,Santa Terezinha de Minas,Itatiaiuçu
MG,Santa da Pedra,São João do Pacuí
MG,Santana da Serra,Capitão Enéas
MG,Santana de Caldas,Caldas
MG,Santana de Carbonita,Carbonita
MG,Santana de Patos,Patos de Minas
MG,Santana de Piraguara,Senhora de Oliveira
MG,Santana de São Francisco,São Francisco
MG,Santana do Alfié,São Domingos do Prata
MG,Santana do Araçuaí,Ponto dos Volantes
MG,Santana do Campestre,Astolfo Dutra
MG,Santana do Capivari,Pouso Alto
MG,Santana do Paraopeba,Belo Vale
MG,Santana do Tabuleiro,Raul Soares
MG,Santaninha,Santa Rita do Itueto
MG,Santiago de Minas,Presidente Olegário
MG,Santo Amaro de Minas,Manhuaçu
MG,Santo Antônio da Boa Vista,São João da Ponte
MG,Santo Antônio da Fortaleza,Ferros
MG,Santo Antônio da Itinga,Santa Cruz de Salinas
MG,Santo Antônio da Serra,Carmo do Cajuru
MG,Santo Antônio da Vaca Preta,Cônego Marinho
MG,Santo Antônio da Vargem Alegre,Bonfim
MG,Santo Antônio de Nova Belém,Nova Belém
MG,Santo Antônio do Alegre,Inhapim
MG,Santo Antônio do Alto Rio Grande,Bocaina de Minas
MG,Santo Antônio do Boqueirão,Unaí
MG,Santo Antônio do Cruzeiro,Conceição do Mato Dentro
MG,Santo Antônio do Cruzeiro,Nepomuceno
MG,Santo Antônio do Glória,Vieiras
MG,Santo Antônio do Leite,Ouro Preto
MG,Santo Antônio do Manhuaçu,Caratinga
MG,Santo Antônio do Mucuri,Malacacheta
MG,Santo Antônio do Norte,Conceição do Mato Dentro
MG,Santo Antônio do Pirapetinga,Piranga
MG,Santo Antônio do Pontal,Governador Valadares
MG,Santo Antônio do Porto,Piedade do Rio Grande
MG,Santo Antônio do Rio Doce,Aimorés
MG,Santo Antônio do Rio Grande,Fronteira
MG,Santo Antônio do Rio Preto,Dom Bosco
MG,Santo Antônio do Rio Preto,Miraí
MG,Santo Antônio do Salto,Ouro Preto
MG,Santo Antônio dos Araújos,São Sebastião do Maranhão
MG,Santo Antônio dos Campos,Divinópolis
MG,Santo Antônio dos Quilombolas,Piranga
MG,Santo Hilário,Pimenta
MG,Sao José do Pântano,Pouso Alegre
MG,Sapucaia,Caratinga
MG,Sapucaia de Guanhães,Guanhães
MG,Sapucaia do Norte,Galiléia
MG,Sapucaí,Jacutinga
MG,Sarandira,Juiz de Fora
MG,Saudade,Mar de Espanha
MG,Senador Melo Viana,Coronel Fabriciano
MG,Senador Mourão,Diamantina
MG,Senhora da Glória,Santo Hipólito
MG,Senhora da Penha,Fernandes Tourinho
MG,Senhora das Dores,Barbacena
MG,Senhora do Carmo,Itabira
MG,Senhora do Socorro,Conceição do Mato Dentro
MG,Sentinela,Bocaiúva
MG,Sereno,Cataguases
MG,Serra Azul,Mateus Leme
MG,Serra Bonita,Buritis
MG,Serra Branca de Minas,Porteirinha
MG,Serra Nova,Rio Pardo de Minas
MG,Serra da Canastra,São Roque de Minas
MG,Serra das Araras,Chapada Gaúcha
MG,Serra do Anastácio,Berizal
MG,Serra do Camapuã,Entre Rios de Minas
MG,Serra do Cipó,Santana do Riacho
MG,Serra dos Lemes,Cabo Verde
MG,Serrania do Brigadeiro,Miradouro
MG,Sertãozinho,Borda da Mata
MG,Sete Cachoeiras,Ferros
MG,Silva Campos,Pompéu
MG,Silva Xavier,Sete Lagoas
MG,Silvano,Patrocínio
MG,Silveira Carvalho,Barão do Monte Alto
MG,Silvestre,Viçosa
MG,Simão Campos,São João da Ponte
MG,Simão Tamm,Ressaquinha
MG,Sobradinho de Minas,São Tomé das Letras
MG,Sobragi,Belmiro Braga
MG,Sobral Pinto,Astolfo Dutra
MG,Sopa,Diamantina
MG,Souza,Rio Manso
MG,Sucanga,Poté
MG,Sumaré I,São João das Missões
MG,São Bartolomeu,Ouro Preto
MG,São Bartolomeu de Minas,Cabo Verde
MG,São Bartolomeu de Sem Peixe,Sem-Peixe
MG,São Benedito,Santa Luzia
MG,São Bento de Caldas,Santa Rita de Caldas
MG,São Bento de Mirabela,Mirabela
MG,São Brás de Minas,Lagamar
MG,São Caetano,Cristiano Otoni
MG,São Caetano da Serra,Capelinha
MG,São Cândido,Caratinga
MG,São Domingos,Santo Antônio do Aventureiro
MG,São Domingos da Bocaina,Lima Duarte
MG,São Francisco do Humaitá,Mutum
MG,São Francisco do Jataí,Itanhomi
MG,São Félix de Estrela,Estrela do Sul
MG,São Geraldo,Coração de Jesus
MG,São Geraldo de Tumiritinga,Tumiritinga
MG,São Geraldo do Baguari,São João Evangelista
MG,São Geraldo do Salto,Felixlândia
MG,São Gonçalo de Botelhos,Botelhos
MG,São Gonçalo do Amarante,São João del Rei
MG,São Gonçalo do Monte,Itabirito
MG,São Gonçalo do Rio das Pedras,Serro
MG,São Jerônimo dos Poções,Campos Altos
MG,São Joaquim,Coração de Jesus
MG,São Joaquim,Januária
MG,São Joaquim do Retiro,Santo Antônio do Retiro
MG,São José da Bela Vista,São Gotardo
MG,São José da Figueira,Durandé
MG,São José da Ilha,Dom Joaquim
MG,São José da Pedra Menina,Espera Feliz
MG,São José da Serra,Jaboticatubas
MG,São José da Soledade,Silveirânia
MG,São José das Rosas,Santo Antônio do Monte
MG,São José das Traíras,Manga
MG,São José de Macaúbas,Cônego Marinho
MG,São José de Pouso Alegre,Alfredo Vasconcelos
MG,São José do Acácio,Engenheiro Caldas
MG,São José do Alegre de Miraí,Miraí
MG,São José do Barreiro,São Roque de Minas
MG,São José do Batatal,Ubaporanga
MG,São José do Buriti,Felixlândia
MG,São José do Gibão,Bonito de Minas
MG,São José do Itapinoã,Governador Valadares
MG,São José do Itueto,Santa Rita do Itueto
MG,São José do Jacaré,Senhora do Porto
MG,São José do Limoeiro,Aimorés
MG,São José do Mato Dentro,Ouro Fino
MG,São José do Paraopeba,Brumadinho
MG,São José do Peixe de Inhapim,Inhapim
MG,São José do Rio Preto de Minas,Itacambira
MG,São José do Taquaral,Inhapim
MG,São José do Triunfo,Viçosa
MG,São José dos Lopes,Lima Duarte
MG,São José dos Salgados,Carmo do Cajuru
MG,São João da Chapada,Diamantina
MG,São João da Figueira,Durandé
MG,São João da Sapucaia,Laranjal
MG,São João da Serra,Santos Dumont
MG,São João da Serra Negra,Patrocínio
MG,São João da Vereda,Montes Claros
MG,São João de Maria da Fé,Maria da Fé
MG,São João do Bonito,Mato Verde
MG,São João do Jacutinga,Caratinga
MG,São João do Vacaria,Virgem da Lapa
MG,São Judas Tadeu de Minas,Luislândia
MG,São Judas Tadeu de Tabatinga,São José do Jacuri
MG,São Luiz Gonzaga,Jacutinga
MG,São Manoel do Guaiaçu,Dona Euzébia
MG,São Mateus de Minas,Camanducaia
MG,São Miguel,Ataléia
MG,São Norberto,Engenheiro Navarro
MG,São Pedro da Garça,Montes Claros
MG,São Pedro das Tabocas,Pedras de Maria da Cruz
MG,São Pedro de Caldas,Caldas
MG,São Pedro do Avaí,Manhuaçu
MG,São Pedro do Glória,Fervedouro
MG,São Pedro do Jequitinhonha,Jequitinhonha
MG,São Pedro do Pampã,Umburatiba
MG,São Pedro do Passa Três,Buritis
MG,São Roberto de Minas,São João da Lagoa
MG,São Sebastião da Barra,Iapu
MG,São Sebastião da Barra de Espera Feliz,Espera Feliz
MG,São Sebastião da Boa Vista,Chapada do Norte
MG,São Sebastião da Estrela,Santo Antônio do Amparo
MG,São Sebastião da Vala,Aimorés
MG,São Sebastião da Vista Alegre,Olaria
MG,São Sebastião da Vitória,São João del Rei
MG,São Sebastião das Lajes,Belo Vale
MG,São Sebastião de Braúnas,Belo Oriente
MG,São Sebastião de Campolide,Antônio Carlos
MG,São Sebastião de Três Barras,Taparuba
MG,São Sebastião do Baixio,Periquito
MG,São Sebastião do Barreado,Santa Bárbara do Monte Verde
MG,São Sebastião do Barroso,Jampruca
MG,São Sebastião do Batatal,Ubaporanga
MG,São Sebastião do Bom Sucesso,Conceição do Mato Dentro
MG,São Sebastião do Bugre,Coroaci
MG,São Sebastião do Gil,Desterro de Entre Rios
MG,São Sebastião do Itabira,Itabirinha
MG,São Sebastião do Pontal,Carneirinho
MG,São Sebastião do Sacramento,Manhuaçu
MG,São Sebastião do Soberbo,Santa Cruz do Escalvado
MG,São Sebastião do Óculo,Raul Soares
MG,São Sebastião dos Poções,Montalvânia
MG,São Sebastião dos Robertos,Jacutinga
MG,São Sebastião dos Torres,Barbacena
MG,São Simão do Rio Preto,Simonésia
MG,São Tomé de Minas,Inhapim
MG,São Vicente,Baldim
MG,São Vicente da Estrela,Raul Soares
MG,São Vicente do Grama,Jequeri
MG,São Vicente do Rio Doce,Tarumirim
MG,São Vítor,Governador Valadares
MG,Tabajara,Inhapim
MG,Tabaúna,Aimorés
MG,Taboa,Comercinho
MG,Tabuleiro do Mato Dentro,Conceição do Mato Dentro
MG,Tabuão,Bom Jardim de Minas
MG,Tancredo Neves,Cachoeira de Pajeú
MG,Tanque de Porteirinha,Porteirinha
